ref_number,pa_domain_subgroup,line_id,delete,only_stratified_data?,stratified_by,first_author,outcome,overall,outcome_type,sex,sex_subgroups,n_baseline,mean_followup,tot_personyrs,n_months_excluded,total_cases,n_per_category,person_years_per_category,cases_per_category,effect_measure,least_adj_effect,least_adj_lci,least_adj_uci,no_bmi_effect,no_bmi_lci,no_bmi_uci,most_adj_effect,most_adj_lci,most_adj_uci,line_id2,study_section,m_met_h_wk
70,LTPA,3,,No,,"Shiroma, E",All-cause mortality,1,Fatal,Women,2,38671,16.4,635076,0,3170,7569,125337,533,HR,0.54,0.49,0.6,0.62,0.56,0.69,0.59,0.53,0.66,3,1,8.27
70,LTPA,4,,No,,"Shiroma, E",All-cause mortality,1,Fatal,Women,2,38671,16.4,635076,0,3170,8291,136513,653,HR,0.46,0.41,0.51,0.52,0.47,0.58,0.49,0.44,0.54,4,1,17.57
70,LTPA,5,,No,,"Shiroma, E",All-cause mortality,1,Fatal,Women,2,38671,16.4,635076,0,3170,5107,84055,387,HR,0.38,0.34,0.43,0.45,0.4,0.52,0.41,0.36,0.47,5,1,30.21
70,LTPA,6,,No,,"Shiroma, E",All-cause CVD ,1,Fatal,Women,2,38671,16.4,635076,0,3170,11941,194422,233,HR,1,,,1,,,1,,,1,2,0.96
70,LTPA,7,,No,,"Shiroma, E",All-cause CVD ,1,Fatal,Women,2,38671,16.4,635076,0,3170,5763,94749,77,HR,0.62,0.48,0.8,0.73,0.56,0.96,0.74,0.57,0.97,2,2,3.77
70,LTPA,8,,No,,"Shiroma, E",All-cause CVD ,1,Fatal,Women,2,38671,16.4,635076,0,3170,7569,125337,90,HR,0.62,0.5,0.78,0.78,0.63,0.99,0.78,0.62,0.99,3,2,8.27
70,LTPA,9,,No,,"Shiroma, E",All-cause CVD ,1,Fatal,Women,2,38671,16.4,635076,0,3170,8291,136513,147,HR,0.45,0.36,0.57,0.56,0.44,0.72,0.58,0.45,0.74,4,2,17.57
70,LTPA,10,,No,,"Shiroma, E",All-cause CVD ,1,Fatal,Women,2,38671,16.4,635076,0,3170,5107,84055,73,HR,0.46,0.35,0.6,0.62,0.47,0.82,0.64,0.49,0.85,5,2,30.21
234,LTPA,1,,No,,Larsson et al.,Colon cancer,1,Both,Men,1,45906,7.1,325933,0,307,,23496,34,HR,1,,,,,,1,,,1,1,2.04
234,LTPA,2,,No,,Larsson et al.,Colon cancer,1,Both,Men,1,45906,7.1,325933,0,307,,57589,55,HR,0.66,0.43,1.02,,,,0.66,0.43,1.02,2,1,8.17
234,LTPA,3,,No,,Larsson et al.,Colon cancer,1,Both,Men,1,45906,7.1,325933,0,307,,112806,111,HR,0.68,0.46,1.01,,,,0.68,0.46,1.01,3,1,18.38
234,LTPA,4,,No,,Larsson et al.,Colon cancer,1,Both,Men,1,45906,7.1,325933,0,307,,132042,107,HR,0.56,0.37,0.83,,,,0.56,0.37,0.83,4,1,30.63
234,LTPA,5,,No,,Larsson et al.,Rectum cancer,1,Both,Men,1,45906,7.1,325933,0,187,,20142,17,HR,1,,,,,,1,,,1,2,2.04
234,LTPA,6,,No,,Larsson et al.,Rectum cancer,1,Both,Men,1,45906,7.1,325933,0,187,,58590,45,HR,0.91,0.51,1.59,,,,0.91,0.51,1.59,2,2,8.17
234,LTPA,7,,No,,Larsson et al.,Rectum cancer,1,Both,Men,1,45906,7.1,325933,0,187,,112654,58,HR,0.61,0.35,1.06,,,,0.61,0.35,1.06,3,2,18.38
234,LTPA,8,,No,,Larsson et al.,Rectum cancer,1,Both,Men,1,45906,7.1,325933,0,187,,134547,67,HR,0.59,0.34,1.02,,,,0.59,0.34,1.02,4,2,30.63
241,LTPA,1,,No,,Allesøe et al.,Coronary heart disease,1,Both,Women,2,12008,14,168112,0,580,649,9086,44,HR,1,,,1,,,1,,,1,1,0
241,LTPA,2,,No,,Allesøe et al.,Coronary heart disease,1,Both,Women,2,12008,14,168112,0,580,8069,112966,393,HR,0.68,0.5,0.93,0.68,0.5,0.93,0.67,0.46,0.96,2,1,6.23
241,LTPA,3,,No,,Allesøe et al.,Coronary heart disease,1,Both,Women,2,12008,14,168112,0,580,3290,46060,139,HR,0.62,0.44,0.87,0.62,0.44,0.87,0.75,0.53,1.05,3,1,9.07
243,LTPA,1,,No,,Tehard et al.,Breast cancer,1,Both,Women,2,90509,11.4,777578,0,2637,15351,172963,607,HR,1,,,1,,,1,,,1,2,10.64
243,LTPA,2,,No,,Tehard et al.,Breast cancer,1,Both,Women,2,90509,11.4,777578,0,2637,14855,168853,606,HR,1.02,0.91,1.15,1.02,0.91,1.15,1.05,0.93,1.17,2,2,28.14
243,LTPA,3,,No,,Tehard et al.,Breast cancer,1,Both,Women,2,90509,11.4,777578,0,2637,15052,171208,542,HR,0.9,0.8,1.01,0.9,0.8,1.01,0.94,0.83,1.05,3,2,40.68
243,LTPA,4,,No,,Tehard et al.,Breast cancer,1,Both,Women,2,90509,11.4,777578,0,2637,15041,171363,529,HR,0.85,0.75,0.95,0.85,0.75,0.95,0.9,0.8,1.02,4,2,54.39
244,LTPA,1,,No,,Schooling et al.,All-cause mortality,1,Fatal,Both,3,54088,4.1,221761,24,2354,8221,33706,426,HR,1,,,,,,1,,,1,1,0
244,LTPA,2,,No,,Schooling et al.,All-cause mortality,1,Fatal,Both,3,54088,4.1,221761,24,2354,19090,78269,860,HR,0.87,0.77,0.98,,,,0.87,0.77,0.98,2,1,6.13
244,LTPA,3,,No,,Schooling et al.,All-cause mortality,1,Fatal,Both,3,54088,4.1,221761,24,2354,26777,109786,1068,HR,0.77,0.69,0.87,,,,0.77,0.69,0.87,3,1,18.38
244,LTPA,4,,No,,Schooling et al.,All-cause cancer,1,Fatal,Both,3,54088,4.1,221761,0,1503,8221,33706,258,HR,1,,,,,,1,,,1,2,0
244,LTPA,5,,No,,Schooling et al.,All-cause cancer,1,Fatal,Both,3,54088,4.1,221761,0,1503,19090,78269,522,HR,0.87,0.75,1.01,,,,0.87,0.75,1.01,2,2,6.13
244,LTPA,6,,No,,Schooling et al.,All-cause cancer,1,Fatal,Both,3,54088,4.1,221761,0,1503,26777,109786,723,HR,0.86,0.74,0.99,,,,0.86,0.74,0.99,3,2,18.38
244,LTPA,7,,No,,Schooling et al.,All-cause CVD ,1,Fatal,Both,3,54088,4.1,221761,0,1041,8221,33706,213,HR,1,,,,,,1,,,1,3,0
244,LTPA,8,,No,,Schooling et al.,All-cause CVD ,1,Fatal,Both,3,54088,4.1,221761,0,1041,19090,78269,391,HR,0.79,0.67,0.94,,,,0.79,0.67,0.94,2,3,6.13
244,LTPA,9,,No,,Schooling et al.,All-cause CVD ,1,Fatal,Both,3,54088,4.1,221761,0,1041,26777,109786,437,HR,0.63,0.53,0.74,,,,0.63,0.53,0.74,3,3,18.38
259,LTPA,1,,No,,Hamer et al.,All-cause mortality,1,Fatal,Both,3,10426,7.8,81126,0,1896,1067,6959,466,HR,1,,,1,,,1,,,1,1,0
259,LTPA,2,,No,,Hamer et al.,All-cause mortality,1,Fatal,Both,3,10426,7.8,81126,0,1896,1540,11236,449,HR,0.54,0.49,0.59,0.73,0.67,0.8,0.76,0.69,0.83,2,1,1.5
259,LTPA,3,,No,,Hamer et al.,All-cause mortality,1,Fatal,Both,3,10426,7.8,81126,0,1896,4958,39408,742,HR,0.25,0.23,0.27,0.5,0.46,0.55,0.54,0.49,0.59,3,1,3.5
259,LTPA,4,,No,,Hamer et al.,All-cause mortality,1,Fatal,Both,3,10426,7.8,81126,0,1896,2861,23523,239,HR,0.13,0.12,0.15,0.4,0.36,0.45,0.44,0.39,0.5,4,1,7
259,LTPA,5,,No,,Hamer et al.,All-cause CVD ,1,Fatal,Both,3,10426,7.8,81126,0,671,1067,6959,190,HR,1,,,1,,,1,,,1,2,0
259,LTPA,6,,No,,Hamer et al.,All-cause CVD ,1,Fatal,Both,3,10426,7.8,81126,0,671,1540,11236,173,HR,0.49,0.43,0.57,0.71,0.61,0.82,0.74,0.64,0.85,2,2,1.5
259,LTPA,7,,No,,Hamer et al.,All-cause CVD ,1,Fatal,Both,3,10426,7.8,81126,0,671,4958,39408,229,HR,0.19,0.17,0.22,0.44,0.41,0.54,0.48,0.41,0.55,3,2,3.5
259,LTPA,8,,No,,Hamer et al.,All-cause CVD ,1,Fatal,Both,3,10426,7.8,81126,0,671,2861,23523,79,HR,0.11,0.09,0.13,0.42,0.34,0.51,0.46,0.38,0.57,4,2,7
259,LTPA,9,,No,,Hamer et al.,All-cause cancer,1,Fatal,Both,3,10426,7.8,81126,0,596,1067,6959,88,HR,1,,,1,,,1,,,1,3,0
259,LTPA,10,,No,,Hamer et al.,All-cause cancer,1,Fatal,Both,3,10426,7.8,81126,0,596,1540,11236,123,HR,0.83,0.69,1,1.02,0.84,1.23,1.02,0.85,1.24,2,3,1.5
259,LTPA,11,,No,,Hamer et al.,All-cause cancer,1,Fatal,Both,3,10426,7.8,81126,0,596,4958,39408,283,HR,0.53,0.45,0.63,0.82,0.69,0.98,0.86,0.72,1.03,3,3,3.5
259,LTPA,12,,No,,Hamer et al.,All-cause cancer,1,Fatal,Both,3,10426,7.8,81126,0,596,2861,23523,102,HR,0.32,0.26,0.39,0.6,0.48,0.74,0.65,0.52,0.81,4,3,7
54,LTPA,1,,No,,Kujala UM.,All-cause mortality,1,Fatal,Both,3,15902,20,318040,12,1253,2516,50320,302,RR,1,,,1,,,1,,,1,1,0
54,LTPA,2,,No,,Kujala UM.,All-cause mortality,1,Fatal,Both,3,15902,20,318040,12,1253,11694,233880,869,RR,0.71,0.62,0.81,0.8,0.69,0.91,0.8,0.69,0.91,2,1,1.97
54,LTPA,3,,No,,Kujala UM.,All-cause mortality,1,Fatal,Both,3,15902,20,318040,12,1253,1692,33840,82,RR,0.57,0.45,0.74,0.76,0.59,0.98,0.76,0.59,0.98,3,1,5.91
300,LTPA,1,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Men,1,121200,11.6,1339718,24,10950,,267944,2200,HR,1,,,,,,1,,,1,1,0
300,LTPA,2,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Men,1,121200,11.6,1339718,24,10950,,267944,2200,HR,1,0.94,1.06,,,,1,0.94,1.06,2,1,20.44
300,LTPA,3,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Men,1,121200,11.6,1339718,24,10950,,267944,2195,HR,1,0.94,1.06,,,,1,0.94,1.06,3,1,42.36
300,LTPA,4,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Men,1,121200,11.6,1339718,24,10950,,267944,2184,HR,0.99,0.93,1.06,,,,0.99,0.93,1.06,4,1,70.45
300,LTPA,5,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Men,1,121200,11.6,1339718,24,10950,,267944,2171,HR,0.99,0.93,1.05,,,,0.99,0.93,1.05,5,1,103.45
300,LTPA,6,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Women,2,270408,11.8,3006119,24,17564,,601224,3682,HR,1,,,,,,1,,,1,2,0
300,LTPA,7,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Women,2,270408,11.8,3006119,24,17564,,601224,3620,HR,0.98,0.94,1.03,,,,0.98,0.94,1.03,2,2,20.44
300,LTPA,8,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Women,2,270408,11.8,3006119,24,17564,,601224,3476,HR,0.94,0.9,0.99,,,,0.94,0.9,0.99,3,2,42.36
300,LTPA,9,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Women,2,270408,11.8,3006119,24,17564,,601224,3432,HR,0.93,0.89,0.98,,,,0.93,0.89,0.98,4,2,70.45
300,LTPA,10,,Yes,Sex,McKenzie,All-cause cancer,0,Both,Women,2,270408,11.8,3006119,24,17564,,601224,3354,HR,0.91,0.86,0.96,,,,0.91,0.86,0.96,5,2,103.45
301,LTPA,1,,Yes,Sex,Steindorf,Lung cancer,0,Both,Men,1,130438,5.9,765906,0,607,,195898,157,HR,1,,,1,,,1,,,1,1,12.87
301,LTPA,2,,Yes,Sex,Steindorf,Lung cancer,0,Both,Men,1,130438,5.9,765906,0,607,,195399,131,HR,0.88,0.7,1.12,0.88,0.7,1.12,0.89,0.7,1.13,2,1,36.72
301,LTPA,3,,Yes,Sex,Steindorf,Lung cancer,0,Both,Men,1,130438,5.9,765906,0,607,,189201,169,HR,1.18,0.94,1.48,1.18,0.94,1.48,1.2,0.96,1.51,3,1,59.37
301,LTPA,4,,Yes,Sex,Steindorf,Lung cancer,0,Both,Men,1,130438,5.9,765906,0,607,,185408,150,HR,0.96,0.75,1.22,0.96,0.75,1.22,0.97,0.76,1.25,4,1,85.25
301,LTPA,5,,Yes,Sex,Steindorf,Lung cancer,0,Both,Women,2,285789,6.6,1882922,0,476,,508438,134,HR,1,,,1,,,1,,,1,2,12.87
301,LTPA,6,,Yes,Sex,Steindorf,Lung cancer,0,Both,Women,2,285789,6.6,1882922,0,476,,482066,125,HR,0.96,0.75,1.24,0.96,0.75,1.24,0.99,0.77,1.26,2,2,36.72
301,LTPA,7,,Yes,Sex,Steindorf,Lung cancer,0,Both,Women,2,285789,6.6,1882922,0,476,,450834,111,HR,0.89,0.68,1.17,0.89,0.68,1.17,0.93,0.71,1.21,3,2,59.37
301,LTPA,8,,Yes,Sex,Steindorf,Lung cancer,0,Both,Women,2,285789,6.6,1882922,0,476,,441584,106,HR,0.99,0.74,1.32,0.99,0.74,1.32,1,0.75,1.35,4,2,85.25
303,LTPA,1,,No,,Friedenreich,Endometrial cancer,1,Both,Women,2,253023,6.6,1672116,24,689,,438560,192,HR,1,,,1,,,1,,,1,1,4.38
303,LTPA,2,,No,,Friedenreich,Endometrial cancer,1,Both,Women,2,253023,6.6,1672116,24,689,,380839,163,HR,0.99,0.8,1.22,0.99,0.8,1.22,0.99,0.8,1.23,2,1,13.52
303,LTPA,3,,No,,Friedenreich,Endometrial cancer,1,Both,Women,2,253023,6.6,1672116,24,689,,434829,176,HR,0.93,0.76,1.15,0.93,0.76,1.15,0.94,0.76,1.16,3,1,25.78
303,LTPA,4,,No,,Friedenreich,Endometrial cancer,1,Both,Women,2,253023,6.6,1672116,24,689,,417888,158,HR,0.92,0.74,1.15,0.92,0.74,1.15,0.94,0.75,1.18,4,1,41.08
305,LTPA,1,,No,,Steindorf K,Breast cancer,1,Both,Women,2,257805,11.6,2782367,0,8034,,702262,2431,HR,1,,,,,,1,,,1,1,0
305,LTPA,2,,No,,Steindorf K,Breast cancer,1,Both,Women,2,257805,11.6,2782367,0,8034,,693368,2087,HR,0.94,0.88,0.99,,,,0.94,0.88,0.99,2,1,26.46
305,LTPA,3,,No,,Steindorf K,Breast cancer,1,Both,Women,2,257805,11.6,2782367,0,8034,,682755,1823,HR,0.9,0.84,0.96,,,,0.9,0.84,0.96,3,1,57.51
305,LTPA,4,,No,,Steindorf K,Breast cancer,1,Both,Women,2,257805,11.6,2782367,0,8034,,703982,1693,HR,0.87,0.81,0.94,,,,0.87,0.81,0.94,4,1,93.93
306,LTPA,1,,Yes,Sex,Tikk K,Stroke,0,Both,Men,1,11062,12.7,140487,0,356,,16763,54,HR,1,,,1,,,1,,,1,1,0
306,LTPA,2,,Yes,Sex,Tikk K,Stroke,0,Both,Men,1,11062,12.7,140487,0,356,,47657,109,HR,0.71,0.51,0.98,0.71,0.51,0.98,0.76,0.54,1.05,2,1,13.27
306,LTPA,3,,Yes,Sex,Tikk K,Stroke,0,Both,Men,1,11062,12.7,140487,0,356,,39852,95,HR,0.74,0.53,1.04,0.74,0.53,1.04,0.81,0.57,1.13,3,1,21.95
306,LTPA,4,,Yes,Sex,Tikk K,Stroke,0,Both,Men,1,11062,12.7,140487,0,356,,36216,98,HR,0.84,0.6,1.17,0.84,0.6,1.17,0.92,0.66,1.29,4,1,33.74
306,LTPA,5,,Yes,Sex,Tikk K,Stroke,0,Both,Women,2,12865,12.7,163386,0,195,,24125,52,HR,1,,,1,,,1,,,1,2,0
306,LTPA,6,,Yes,Sex,Tikk K,Stroke,0,Both,Women,2,12865,12.7,163386,0,195,,61200,62,HR,0.47,0.33,0.69,0.47,0.33,0.69,0.49,0.34,0.71,2,2,5.41
306,LTPA,7,,Yes,Sex,Tikk K,Stroke,0,Both,Women,2,12865,12.7,163386,0,195,,44500,47,HR,0.49,0.33,0.73,0.49,0.33,0.73,0.53,0.35,0.79,3,2,11.63
306,LTPA,8,,Yes,Sex,Tikk K,Stroke,0,Both,Women,2,12865,12.7,163386,0,195,,33561,34,HR,0.47,0.3,0.73,0.47,0.3,0.73,0.5,0.32,0.77,4,2,19.16
308,LTPA,1,,No,,Luoto R,Breast cancer,1,Both,Women,2,30083,,274100,0,314,9803,89100,109,RR,1,,,1,,,1,,,1,1,1.31
308,LTPA,2,,No,,Luoto R,Breast cancer,1,Both,Women,2,30083,,274100,0,314,6247,60800,57,RR,0.82,0.58,1.1,0.82,0.58,1.1,0.8,0.58,1.1,2,1,2.63
308,LTPA,3,,No,,Luoto R,Breast cancer,1,Both,Women,2,30083,,274100,0,314,9647,86100,94,RR,0.94,0.78,1.22,0.94,0.78,1.22,0.92,0.78,1.22,3,1,6.56
308,LTPA,4,,No,,Luoto R,Breast cancer,1,Both,Women,2,30083,,274100,0,314,4386,38100,54,RR,1,0.72,1.42,1,0.72,1.42,1.01,0.72,1.42,4,1,18.38
41,LTPA,1,,No,,Huerta J,Gastric cardia cancer,1,Both,Both,3,420449,8.8,3702635,24,410,,842268,140,HR,1,,,,,,1,,,1,1,0
41,LTPA,2,,No,,Huerta J,Gastric cardia cancer,1,Both,Both,3,420449,8.8,3702635,24,410,,1287380,132,HR,0.75,0.59,0.97,,,,0.75,0.59,0.97,2,1,9.34
41,LTPA,3,,No,,Huerta J,Gastric cardia cancer,1,Both,Both,3,420449,8.8,3702635,24,410,,904799,69,HR,0.62,0.46,0.84,,,,0.62,0.46,0.84,3,1,16.71
41,LTPA,4,,No,,Huerta J,Gastric cardia cancer,1,Both,Both,3,420449,8.8,3702635,24,410,,667918,69,HR,0.69,0.5,0.94,,,,0.69,0.5,0.94,4,1,26.37
41,LTPA,5,,No,,Huerta J,Esophageal cancer,1,Both,Both,3,420449,8.8,3702635,24,80,,842268,24,HR,1,,,,,,1,,,1,2,0
41,LTPA,6,,No,,Huerta J,Esophageal cancer,1,Both,Both,3,420449,8.8,3702635,24,80,,1287380,25,HR,1.08,0.6,1.95,,,,1.08,0.6,1.95,2,2,9.34
41,LTPA,7,,No,,Huerta J,Esophageal cancer,1,Both,Both,3,420449,8.8,3702635,24,80,,904799,16,HR,1.05,0.54,2.07,,,,1.05,0.54,2.07,3,2,16.71
41,LTPA,8,,No,,Huerta J,Esophageal cancer,1,Both,Both,3,420449,8.8,3702635,24,80,,667918,15,HR,0.98,0.48,2.01,,,,0.98,0.48,2.01,4,2,26.37
42,LTPA,1,,No,,Johnsen N,Prostate cancer,1,Both,Men,1,127923,8.5,1084327,0,2458,31456,266634,614,HR,1,,,1,,,1,,,1,1,9.29
42,LTPA,2,,No,,Johnsen N,Prostate cancer,1,Both,Men,1,127923,8.5,1084327,0,2458,29226,247731,615,HR,1.02,0.9,1.15,1.02,0.9,1.15,1.02,0.91,1.15,2,1,27.25
42,LTPA,3,,No,,Johnsen N,Prostate cancer,1,Both,Men,1,127923,8.5,1084327,0,2458,33334,282552,615,HR,1.02,0.9,1.16,1.02,0.9,1.16,1.03,0.91,1.17,3,1,46.84
42,LTPA,4,,No,,Johnsen N,Prostate cancer,1,Both,Men,1,127923,8.5,1084327,0,2458,33907,287409,614,HR,1,0.87,1.14,1,0.87,1.14,1.01,0.88,1.16,4,1,70.91
52,LTPA,1,,Yes,Sex,Myint P,Stroke,0,Both,Men,1,10079,8.5,85672,0,179,2800,23800,82,HR,1,,,1,,,1,,,1,1,0
52,LTPA,2,,Yes,Sex,Myint P,Stroke,0,Both,Men,1,10079,8.5,85672,0,179,2554,21709,44,HR,0.72,0.5,1.04,0.73,0.51,1.06,0.75,0.52,1.09,2,1,13.27
52,LTPA,3,,Yes,Sex,Myint P,Stroke,0,Both,Men,1,10079,8.5,85672,0,179,2368,20128,26,HR,0.52,0.33,0.81,0.53,0.34,0.82,0.55,0.35,0.86,3,1,21.95
52,LTPA,4,,Yes,Sex,Myint P,Stroke,0,Both,Men,1,10079,8.5,85672,0,179,2357,20035,27,HR,0.62,0.4,0.96,0.63,0.41,0.98,0.67,0.43,1.05,4,1,33.74
52,LTPA,5,,Yes,Sex,Myint P,Stroke,0,Both,Women,2,12523,8.5,106446,0,182,3443,29266,84,HR,1,,,1,,,1,,,1,2,0
52,LTPA,6,,Yes,Sex,Myint P,Stroke,0,Both,Women,2,12523,8.5,106446,0,182,4105,34893,54,HR,0.78,0.55,1.1,0.78,0.55,1.11,0.81,0.57,1.14,2,2,5.41
52,LTPA,7,,Yes,Sex,Myint P,Stroke,0,Both,Women,2,12523,8.5,106446,0,182,2908,24718,29,HR,0.76,0.5,1.18,0.78,0.5,1.19,0.82,0.53,1.26,3,2,11.63
52,LTPA,8,,Yes,Sex,Myint P,Stroke,0,Both,Women,2,12523,8.5,106446,0,182,2067,17570,15,HR,0.64,0.37,1.13,0.67,0.38,1.17,0.71,0.41,1.26,4,2,19.16
325,LTPA,1,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Women,2,19416,12.3,240788,0,171,7206,88531,79,HR,1,,,,,,1,,,1,1,7.06
325,LTPA,2,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Women,2,19416,12.3,240788,0,171,6496,80288,52,HR,0.67,0.47,0.96,,,,0.67,0.47,0.96,2,1,21.03
325,LTPA,3,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Women,2,19416,12.3,240788,0,171,3903,48996,29,HR,0.64,0.41,1,,,,0.62,0.4,0.97,3,1,35.96
325,LTPA,4,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Women,2,19416,12.3,240788,0,171,1811,22973,11,HR,0.45,0.22,0.9,,,,0.45,0.22,0.9,4,1,53.91
325,LTPA,5,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Men,1,13576,12.3,166588,0,271,4635,56396,98,HR,1,,,,,,1,,,1,2,7.06
325,LTPA,6,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Men,1,13576,12.3,166588,0,271,3537,43368,58,HR,0.76,0.55,1.06,,,,0.76,0.55,1.06,2,2,21.03
325,LTPA,7,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Men,1,13576,12.3,166588,0,271,2911,35966,61,HR,0.9,0.64,1.25,,,,0.9,0.64,1.27,3,2,35.96
325,LTPA,8,,Yes,Sex,"Huerta, J.M.",Stroke,0,Both,Men,1,13576,12.3,166588,0,271,2493,30858,54,HR,1.09,0.77,1.55,,,,1.12,0.78,1.6,4,2,53.91
326,LTPA,1,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Women,2,12207,8,97656,0,1410,3463,27704,582,HR,1,,,1,,,1,,,1,1,0
326,LTPA,2,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Women,2,12207,8,97656,0,1410,3997,31976,453,HR,0.84,0.74,0.95,0.84,0.74,0.95,0.98,0.85,1.12,2,1,5.41
326,LTPA,3,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Women,2,12207,8,97656,0,1410,2767,22136,249,HR,0.75,0.65,0.88,0.75,0.65,0.88,0.94,0.8,1.11,3,1,11.63
326,LTPA,4,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Women,2,12207,8,97656,0,1410,1980,15840,126,HR,0.57,0.47,0.88,0.57,0.47,0.88,0.69,0.56,0.86,4,1,19.16
326,LTPA,5,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Men,1,9984,8,79872,0,1669,2828,22624,633,HR,1,,,1,,,1,,,1,2,0
326,LTPA,6,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Men,1,9984,8,79872,0,1669,2532,20256,417,HR,0.8,0.71,0.91,0.8,0.71,0.91,0.88,0.77,1.12,2,2,13.27
326,LTPA,7,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Men,1,9984,8,79872,0,1669,2320,18560,327,HR,0.73,0.64,0.83,0.73,0.64,0.83,0.79,0.68,1.11,3,2,21.95
326,LTPA,8,,Yes,Sex,"Khaw, K",All-cause CVD ,0,Both,Men,1,9984,8,79872,0,1669,2304,18432,292,HR,0.71,0.67,0.82,0.71,0.67,0.82,0.74,0.64,0.86,4,2,33.74
30,LTPA,1,,Yes,Sex,Saevereid,Heart failure,0,Both,Men,1,8422,Varied - 7-35 years,162611,24,846,1528,29502,182,HR,1,,,1,,,1,,,1,1,1.5
30,LTPA,2,,Yes,Sex,Saevereid,Heart failure,0,Both,Men,1,8422,Varied - 7-35 years,162611,24,846,3875,74818,354,HR,0.61,0.51,0.73,0.76,0.63,0.91,0.78,0.64,0.94,2,1,10.5
30,LTPA,3,,Yes,Sex,Saevereid,Heart failure,0,Both,Men,1,8422,Varied - 7-35 years,162611,24,846,3019,58290,310,HR,0.64,0.54,0.77,0.87,0.72,1.06,0.91,0.75,1.1,3,1,17.5
30,LTPA,4,,Yes,Sex,Saevereid,Heart failure,0,Both,Women,2,9931,Varied - 7-35 years,190891,24,696,1799,34580,182,HR,1,,,1,,,1,,,1,2,1.5
30,LTPA,5,,Yes,Sex,Saevereid,Heart failure,0,Both,Women,2,9931,Varied - 7-35 years,190891,24,696,5574,107142,365,HR,0.59,0.5,0.71,0.77,0.61,0.92,0.85,0.7,1.03,2,2,10.5
30,LTPA,6,,Yes,Sex,Saevereid,Heart failure,0,Both,Women,2,9931,Varied - 7-35 years,190891,24,696,2558,49169,149,HR,0.5,0.41,0.63,0.72,0.57,0.9,0.81,0.64,1.04,3,2,17.5
33,LTPA,1,,Yes,,Schnohr et al.,Breast cancer,1,Both,Women,2,10712,14,196740,24,417,,48525,100,HR,1,,,1,,,1,,,1,1,1.5
33,LTPA,2,,Yes,,Schnohr et al.,Breast cancer,1,Both,Women,2,10712,14,196740,24,417,,111555,232,HR,1.01,0.8,1.3,1.01,0.8,1.3,1.01,0.79,1.3,2,1,10.5
33,LTPA,3,,Yes,,Schnohr et al.,Breast cancer,1,Both,Women,2,10712,14,196740,24,417,,36660,85,HR,1.12,0.83,1.5,1.12,0.83,1.5,1.12,0.83,1.53,3,1,17.5
33,LTPA,4,,Yes,Sex,Schnohr et al.,Lung cancer,0,Both,Women,2,13216,14,196740,24,228,,48525,60,HR,1,,,1,,,1,,,1,2,1.5
33,LTPA,5,,Yes,Sex,Schnohr et al.,Lung cancer,0,Both,Women,2,13216,14,196740,24,228,,111555,123,HR,0.89,0.65,1.21,0.99,0.71,1.37,0.99,0.71,1.37,2,2,10.5
33,LTPA,6,,Yes,Sex,Schnohr et al.,Lung cancer,0,Both,Women,2,13216,14,196740,24,228,,36660,45,HR,0.99,0.71,1.37,1.06,0.71,1.6,1.06,0.71,1.6,3,2,17.5
33,LTPA,7,,Yes,Sex,Schnohr et al.,Colon cancer,0,Both,Women,2,13216,14,196740,24,180,,48525,43,HR,1,,,1,,,1,,,1,3,1.5
33,LTPA,8,,Yes,Sex,Schnohr et al.,Colon cancer,0,Both,Women,2,13216,14,196740,24,180,,111555,104,HR,1.06,0.74,1.52,1.06,0.74,1.52,1.02,0.7,1.5,2,3,10.5
33,LTPA,9,,Yes,Sex,Schnohr et al.,Colon cancer,0,Both,Women,2,13216,14,196740,24,180,,36660,33,HR,1.02,0.7,1.5,1.02,0.7,1.5,0.9,0.56,1.46,3,3,17.5
33,LTPA,10,,Yes,Sex,Schnohr et al.,Bladder cancer,1,Both,Men,1,15043,14,221640,24,247,,45360,52,HR,1,,,1,,,1,,,1,4,1.5
